1.49503e-18 1.49503e-17 1.49503e-16 1.49503e-15 1.49503e-14 1.49503e-13 1.49503e-12 1.49503e-11 1.49503e-10 
1.44106e-18 1.44106e-17 1.44106e-16 1.44106e-15 1.44106e-14 1.44106e-13 1.44106e-12 1.44106e-11 1.44106e-10 
1.35874e-18 1.35874e-17 1.35874e-16 1.35874e-15 1.35874e-14 1.35874e-13 1.35874e-12 1.35874e-11 1.35874e-10 
1.25482e-18 1.25482e-17 1.25482e-16 1.25482e-15 1.25482e-14 1.25482e-13 1.25482e-12 1.25482e-11 1.25482e-10 
1.13645e-18 1.13645e-17 1.13645e-16 1.13645e-15 1.13645e-14 1.13645e-13 1.13645e-12 1.13645e-11 1.13645e-10 
1.00994e-18 1.00994e-17 1.00994e-16 1.00994e-15 1.00994e-14 1.00994e-13 1.00994e-12 1.00994e-11 1.00994e-10 
8.80657e-19 8.80657e-18 8.80657e-17 8.80657e-16 8.80657e-15 8.80657e-14 8.80657e-13 8.80657e-12 8.80657e-11 
7.5299e-19 7.5299e-18 7.5299e-17 7.5299e-16 7.5299e-15 7.5299e-14 7.5299e-13 7.5299e-12 7.5299e-11 
6.30452e-19 6.30452e-18 6.30452e-17 6.30452e-16 6.30452e-15 6.30452e-14 6.30452e-13 6.30452e-12 6.30452e-11 
5.15763e-19 5.15763e-18 5.15763e-17 5.15763e-16 5.15763e-15 5.15763e-14 5.15763e-13 5.15763e-12 5.15763e-11 
4.10953e-19 4.10953e-18 4.10953e-17 4.10953e-16 4.10953e-15 4.10953e-14 4.10953e-13 4.10953e-12 4.10953e-11 
3.17455e-19 3.17455e-18 3.17455e-17 3.17455e-16 3.17455e-15 3.17455e-14 3.17455e-13 3.17455e-12 3.17455e-11 
2.36192e-19 2.36192e-18 2.36192e-17 2.36192e-16 2.36192e-15 2.36192e-14 2.36192e-13 2.36192e-12 2.36192e-11 
1.67635e-19 1.67635e-18 1.67635e-17 1.67635e-16 1.67635e-15 1.67635e-14 1.67635e-13 1.67635e-12 1.67635e-11 
1.11858e-19 1.11858e-18 1.11858e-17 1.11858e-16 1.11858e-15 1.11858e-14 1.11858e-13 1.11858e-12 1.11858e-11 
6.85558e-20 6.85558e-19 6.85558e-18 6.85558e-17 6.85558e-16 6.85558e-15 6.85558e-14 6.85558e-13 6.85558e-12 
3.70483e-20 3.70483e-19 3.70483e-18 3.70483e-17 3.70483e-16 3.70483e-15 3.70483e-14 3.70483e-13 3.70483e-12 
1.62601e-20 1.62601e-19 1.62601e-18 1.62601e-17 1.62601e-16 1.62601e-15 1.62601e-14 1.62601e-13 1.62601e-12 
4.66817e-21 4.66817e-20 4.66817e-19 4.66817e-18 4.66817e-17 4.66817e-16 4.66817e-15 4.66817e-14 4.66817e-13 
2.02857e-22 2.02857e-21 2.02857e-20 2.02857e-19 2.02857e-18 2.02857e-17 2.02857e-16 2.02857e-15 2.02857e-14 
3.5932e-23 3.5932e-22 3.5932e-21 3.5932e-20 3.5932e-19 3.5932e-18 3.5932e-17 3.5932e-16 3.5932e-15 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
